"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"1/16/2026","1/16/2026","1/20/2026","SNDK","SNDK 1/16/2026 Put $395.00","BTO","3","$1.85","($555.12)"
"1/16/2026","1/16/2026","1/20/2026","SLV","SLV 1/21/2026 Put $78.50","STC","1","$2.58","$257.95"
"1/16/2026","1/16/2026","1/20/2026","SLV","SLV 1/21/2026 Put $78.50","BTO","3","$2.28","($684.12)"
"1/16/2026","1/16/2026","1/20/2026","APP","APP 1/16/2026 Put $580.00","STC","1","$3.60","$359.95"
"1/16/2026","1/16/2026","1/20/2026","CVNA","CVNA 1/16/2026 Put $452.50","STC","2","$1.80","$359.91"
"1/16/2026","1/16/2026","1/20/2026","APP","APP 1/16/2026 Put $580.00","STC","1","$5.10","$509.95"
"1/16/2026","1/16/2026","1/20/2026","APP","APP 1/16/2026 Put $580.00","STC","1","$5.00","$499.95"
"1/16/2026","1/16/2026","1/20/2026","APP","APP 1/16/2026 Put $580.00","STC","2","$4.70","$939.91"
"1/16/2026","1/16/2026","1/20/2026","CVNA","CVNA 1/16/2026 Put $452.50","BTO","2","$2.70","($540.08)"
"1/16/2026","1/16/2026","1/20/2026","RKLB","RKLB 1/30/2026 Call $105.00","BTO","1","$3.70","($370.04)"
"1/16/2026","1/16/2026","1/20/2026","APP","APP 1/16/2026 Put $580.00","BTO","2","$3.10","($620.08)"
"1/16/2026","1/16/2026","1/20/2026","APP","APP 1/16/2026 Put $580.00","BTO","3","$4.50","($1,350.12)"
"1/16/2026","1/16/2026","1/20/2026","APP","APP 1/16/2026 Put $580.00","STC","2","$2.85","$569.91"
"1/16/2026","1/16/2026","1/20/2026","APP","APP 1/16/2026 Put $580.00","STC","1","$2.85","$284.95"
"1/16/2026","1/16/2026","1/20/2026","APP","APP 1/16/2026 Put $580.00","BTO","3","$2.80","($840.12)"
"1/16/2026","1/16/2026","1/20/2026","NBIS","NBIS 1/30/2026 Call $115.00","BTO","3","$3.20","($960.12)"
"1/15/2026","1/15/2026","1/16/2026","NBIS","NBIS 1/30/2026 Call $115.00","STC","2","$4.40","$879.91"
"1/15/2026","1/15/2026","1/16/2026","NBIS","NBIS 1/30/2026 Call $115.00","STC","1","$4.40","$439.95"
"1/15/2026","1/15/2026","1/16/2026","RKLB","RKLB 1/16/2026 Call $91.00","STC","2","$2.20","$439.91"
"1/15/2026","1/15/2026","1/16/2026","RKLB","RKLB 1/16/2026 Call $91.00","STC","1","$2.40","$239.95"
"1/15/2026","1/15/2026","1/16/2026","RKLB","RKLB 1/16/2026 Call $91.00","STC","2","$2.22","$443.91"
"1/15/2026","1/15/2026","1/16/2026","RKLB","RKLB 1/16/2026 Call $91.00","BTO","5","$2.15","($1,075.20)"
"1/15/2026","1/15/2026","1/16/2026","TSM","TSM 1/16/2026 Put $340.00","STC","1","$1.65","$164.95"
"1/15/2026","1/15/2026","1/16/2026","SPOT","SPOT 1/16/2026 Put $500.00","STC","5","$1.41","$704.78"
"1/15/2026","1/15/2026","1/16/2026","TSM","TSM 1/16/2026 Put $340.00","STC","1","$1.59","$158.95"
"1/15/2026","1/15/2026","1/16/2026","TSM","TSM 1/16/2026 Put $340.00","STC","1","$1.47","$146.95"
"1/15/2026","1/15/2026","1/16/2026","TSM","TSM 1/16/2026 Put $340.00","BTO","3","$1.32","($396.12)"
"1/15/2026","1/15/2026","1/16/2026","SPOT","SPOT 1/16/2026 Put $500.00","BTO","2","$1.80","($360.08)"
"1/15/2026","1/15/2026","1/16/2026","SPOT","SPOT 1/16/2026 Put $500.00","BTO","3","$1.95","($585.12)"
"1/15/2026","1/15/2026","1/16/2026","LLY","LLY 1/16/2026 Put $990.00","STC","1","$0.80","$79.95"
"1/15/2026","1/15/2026","1/16/2026","LLY","LLY 1/16/2026 Put $990.00","STC","3","$0.80","$239.87"
"1/15/2026","1/15/2026","1/16/2026","LLY","LLY 1/16/2026 Put $990.00","BTO","1","$1.20","($120.04)"
"1/15/2026","1/15/2026","1/16/2026","TEM","TEM 1/16/2026 Call $75.00","STC","2","$0.47","$93.91"
"1/15/2026","1/15/2026","1/16/2026","TEM","TEM 1/16/2026 Call $75.00","STC","1","$0.57","$56.95"
"1/15/2026","1/15/2026","1/16/2026","TEM","TEM 1/16/2026 Call $75.00","STC","1","$0.61","$60.95"
"1/15/2026","1/15/2026","1/16/2026","TEM","TEM 1/16/2026 Call $75.00","STC","4","$0.39","$155.83"
"1/15/2026","1/15/2026","1/16/2026","LLY","LLY 1/16/2026 Put $990.00","BTO","3","$1.70","($510.12)"
"1/15/2026","1/15/2026","1/16/2026","CVNA","CVNA 1/16/2026 Put $445.00","STC","2","$1.55","$309.91"
"1/15/2026","1/15/2026","1/16/2026","CVNA","CVNA 1/16/2026 Put $445.00","STC","1","$1.55","$154.95"
"1/15/2026","1/15/2026","1/16/2026","NBIS","NBIS 1/30/2026 Call $115.00","STC","1","$3.30","$329.95"
"1/15/2026","1/15/2026","1/16/2026","TEM","TEM 1/16/2026 Call $75.00","BTO","8","$0.35","($280.32)"
"1/15/2026","1/15/2026","1/16/2026","CVNA","CVNA 1/16/2026 Put $445.00","BTO","3","$2.05","($615.12)"
"1/15/2026","1/15/2026","1/16/2026","LLY","LLY 1/16/2026 Put $990.00","STC","3","$1.65","$494.87"
"1/15/2026","1/15/2026","1/16/2026","TSM","TSM 1/16/2026 Put $342.50","STC","2","$1.93","$385.91"
"1/15/2026","1/15/2026","1/16/2026","TSM","TSM 1/16/2026 Put $342.50","STC","1","$2.15","$214.95"
"1/15/2026","1/15/2026","1/16/2026","LLY","LLY 1/16/2026 Put $990.00","BTO","3","$2.55","($765.12)"
"1/15/2026","1/15/2026","1/16/2026","TSM","TSM 1/16/2026 Put $342.50","BTO","3","$1.73","($519.12)"
"1/15/2026","1/15/2026","1/16/2026","LLY","LLY 1/16/2026 Put $990.00","STC","3","$2.00","$599.87"
"1/15/2026","1/15/2026","1/16/2026","LLY","LLY 1/16/2026 Put $990.00","STC","2","$2.80","$559.91"
"1/15/2026","1/15/2026","1/16/2026","LLY","LLY 1/16/2026 Put $990.00","BTO","5","$1.50","($750.20)"
"1/15/2026","1/15/2026","1/16/2026","NBIS","NBIS 1/30/2026 Call $115.00","BTO","1","$3.10","($310.04)"
"1/15/2026","1/15/2026","1/16/2026","GLD","GLD 1/30/2026 Put $410.00","STC","3","$2.20","$659.87"
"1/15/2026","1/15/2026","1/16/2026","SPY","SPDR S&P 500 ETF Trust
CUSIP: 78462F103","Buy","0.5","$693.32","($346.66)"
"1/15/2026","1/15/2026","1/16/2026","AGPU","Axe Compute
CUSIP: 74039M408","Buy","65","$7.93","($515.38)"
"1/14/2026","1/14/2026","1/15/2026","GLD","GLD 1/14/2026 Put $426.00","STC","10","$0.23","$229.57"
"1/14/2026","1/14/2026","1/15/2026","GLD","GLD 1/14/2026 Put $426.00","BTO","10","$0.40","($400.40)"
"1/14/2026","1/14/2026","1/15/2026","SLV","SLV 1/14/2026 Put $83.50","STC","10","$0.35","$349.57"
"1/14/2026","1/14/2026","1/15/2026","SLV","SLV 1/14/2026 Put $83.50","BTO","4","$0.37","($148.16)"
"1/14/2026","1/14/2026","1/15/2026","SLV","SLV 1/14/2026 Put $83.50","BTO","6","$0.37","($222.24)"
"1/14/2026","1/14/2026","1/15/2026","GLD","GLD 1/14/2026 Put $426.00","STC","10","$0.36","$359.57"
"1/14/2026","1/14/2026","1/15/2026","GLD","GLD 1/30/2026 Put $410.00","BTO","3","$2.37","($711.12)"
"1/14/2026","1/14/2026","1/15/2026","GLD","GLD 1/14/2026 Put $426.00","BTO","10","$0.54","($540.40)"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $688.00","STC","2","$0.68","$135.91"
"1/14/2026","1/14/2026","1/15/2026","NBIS","NBIS 1/30/2026 Call $115.00","STC","2","$3.15","$629.91"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $688.00","STC","2","$0.65","$129.91"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $688.00","STC","1","$0.63","$62.95"
"1/14/2026","1/14/2026","1/15/2026","SPY","SPY 1/14/2026 Call $688.00","BTO","5","$0.44","($220.20)"
"1/14/2026","1/14/2026","1/15/2026","LYB","LyondellBasell
CUSIP: N53745100","Sell","2","$52.05","$104.10"
"1/14/2026","1/14/2026","1/15/2026","U","U 1/23/2026 Put $37.00","BTO","8","$0.25","($200.32)"
"1/14/2026","1/14/2026","1/15/2026","NBIS","NBIS 1/30/2026 Call $115.00","BTO","2","$2.92","($584.08)"
"1/14/2026","1/14/2026","1/15/2026","NBIS","NBIS 1/30/2026 Call $115.00","BTO","3","$2.92","($876.12)"
"1/14/2026","1/14/2026","1/15/2026","COIN","COIN 1/16/2026 Call $270.00","STC","2","$2.95","$589.91"
"1/14/2026","1/14/2026","1/15/2026","COIN","COIN 1/16/2026 Call $270.00","STC","1","$2.95","$294.95"
"1/14/2026","1/14/2026","1/15/2026","COIN","COIN 1/16/2026 Call $270.00","BTO","3","$2.91","($873.12)"
"1/14/2026","1/14/2026","1/15/2026","APP","APP 1/16/2026 Put $590.00","STC","2","$6.50","$1,299.91"
"1/14/2026","1/14/2026","1/15/2026","APP","APP 1/16/2026 Put $590.00","STC","1","$6.20","$619.95"
"1/14/2026","1/14/2026","1/15/2026","APP","APP 1/16/2026 Put $590.00","BTO","3","$5.80","($1,740.12)"
"1/14/2026","1/14/2026","1/15/2026","APP","APP 1/16/2026 Put $600.00","STC","1","$4.80","$479.95"
"1/14/2026","1/14/2026","1/15/2026","APP","APP 1/16/2026 Put $600.00","STC","1","$4.80","$479.95"
"1/14/2026","1/14/2026","1/15/2026","APP","APP 1/16/2026 Put $600.00","STC","1","$5.40","$539.95"
"1/14/2026","1/14/2026","1/15/2026","APP","APP 1/16/2026 Put $600.00","BTO","3","$4.80","($1,440.12)"
"1/13/2026","1/13/2026","1/14/2026","SLV","SLV 1/14/2026 Put $76.50","STC","5","$0.60","$299.78"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/14/2026 Put $688.00","STC","5","$0.54","$269.78"
"1/13/2026","1/13/2026","1/14/2026","SLV","SLV 1/14/2026 Put $76.50","BTO","5","$0.80","($400.20)"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/14/2026 Put $688.00","BTO","5","$0.91","($455.20)"
"1/13/2026","1/13/2026","1/14/2026","COIN","COIN 1/16/2026 Call $260.00","STC","4","$3.30","$1,319.83"
"1/13/2026","1/13/2026","1/14/2026","COIN","COIN 1/16/2026 Call $260.00","BTO","4","$3.30","($1,320.16)"
"1/13/2026","1/13/2026","1/14/2026","NBIS","NBIS 1/30/2026 Call $130.00","STC","2","$1.47","$293.91"
"1/13/2026","1/13/2026","1/14/2026","HON","HON 2/13/2026 Call $225.00","STC","3","$1.70","$509.87"
"1/13/2026","1/13/2026","1/14/2026","SLV","SLV 1/14/2026 Put $76.00","STC","5","$0.53","$264.78"
"1/13/2026","1/13/2026","1/14/2026","SLV","SLV 1/14/2026 Put $76.00","BTO","3","$0.50","($150.12)"
"1/13/2026","1/13/2026","1/14/2026","AMZN","AMZN 1/16/2026 Call $250.00","STC","4","$0.88","$351.83"
"1/13/2026","1/13/2026","1/14/2026","NRG","NRG 2/20/2026 Call $170.00","STC","3","$1.95","$584.87"
"1/13/2026","1/13/2026","1/14/2026","AMD","AMD 1/16/2026 Call $225.00","STC","4","$3.30","$1,319.83"
"1/13/2026","1/13/2026","1/14/2026","GOOG","GOOG 1/16/2026 Call $340.00","STC","2","$3.37","$673.91"
"1/13/2026","1/13/2026","1/14/2026","GOOG","GOOG 1/16/2026 Call $340.00","BTO","2","$3.60","($720.08)"
"1/13/2026","1/13/2026","1/14/2026","AMZN","AMZN 1/16/2026 Call $250.00","BTO","1","$0.78","($78.04)"
"1/13/2026","1/13/2026","1/14/2026","AMZN","AMZN 1/16/2026 Call $250.00","BTO","3","$0.78","($234.12)"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/13/2026 Call $694.00","STC","3","$0.76","$227.87"
"1/13/2026","1/13/2026","1/14/2026","TEM","TEM 1/23/2026 Call $75.00","STC","3","$0.57","$170.87"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/13/2026 Call $694.00","STC","7","$0.85","$594.70"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/13/2026 Call $694.00","BTO","5","$0.78","($390.20)"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/13/2026 Call $694.00","BTO","5","$0.79","($395.20)"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/13/2026 Call $694.00","STC","5","$0.81","$404.78"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/13/2026 Call $694.00","STC","5","$0.81","$404.78"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/13/2026 Call $694.00","STC","1","$0.78","$77.95"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/13/2026 Call $694.00","STC","1","$0.78","$77.95"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/13/2026 Call $694.00","STC","3","$0.78","$233.87"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/13/2026 Call $694.00","BTO","15","$0.74","($1,110.60)"
"1/13/2026","1/13/2026","1/14/2026","FIG","Figma
CUSIP: 316841105","Sell","0.952874","$34.01","$32.41"
"1/13/2026","1/13/2026","1/14/2026","FIG","Figma
CUSIP: 316841105","Sell","9","$34.01","$306.12"
"1/13/2026","1/13/2026","1/14/2026","NRG","NRG 2/20/2026 Call $170.00","BTO","1","$2.60","($260.04)"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/13/2026 Call $694.00","STC","2","$0.72","$143.91"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/13/2026 Call $694.00","STC","3","$0.71","$212.87"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/13/2026 Call $694.00","STC","5","$0.71","$354.78"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/13/2026 Call $694.00","STC","10","$0.81","$809.57"
"1/13/2026","1/13/2026","1/14/2026","SPY","SPY 1/13/2026 Call $694.00","BTO","20","$0.72","($1,440.80)"
"1/13/2026","1/13/2026","1/14/2026","AMD","AMD 1/16/2026 Call $225.00","BTO","4","$3.35","($1,340.16)"
"1/12/2026","1/12/2026","1/13/2026","NBIS","NBIS 1/30/2026 Call $130.00","STC","1","$2.15","$214.95"
"1/12/2026","1/12/2026","1/13/2026","TEM","TEM 1/23/2026 Call $75.00","BTO","3","$1.38","($414.12)"
"1/12/2026","1/12/2026","1/13/2026","TBMC","Trailblazer Merger
CUSIP: 89278D109","Sell","15","$12.50","$187.50"
"1/12/2026","1/12/2026","1/13/2026","NRG","NRG 2/20/2026 Call $170.00","BTO","2","$1.80","($360.08)"
"1/12/2026","1/12/2026","1/13/2026","HON","HON 2/13/2026 Call $225.00","STC","1","$1.40","$139.95"
"1/12/2026","1/12/2026","1/13/2026","SLV","SLV 1/14/2026 Put $76.00","STC","1","$1.37","$136.95"
"1/12/2026","1/12/2026","1/13/2026","NBIS","NBIS 1/30/2026 Call $130.00","STC","1","$2.34","$233.95"
"1/12/2026","1/12/2026","1/13/2026","SLV","SLV 1/14/2026 Put $76.00","BTO","3","$1.21","($363.12)"
"1/12/2026","1/12/2026","1/13/2026","NBIS","NBIS 1/30/2026 Call $130.00","BTO","4","$2.20","($880.16)"
"1/12/2026","1/12/2026","1/13/2026","RKLB","RKLB 1/16/2026 Call $88.00","STC","2","$3.25","$649.91"
"1/12/2026","1/12/2026","1/13/2026","RKLB","RKLB 1/16/2026 Call $88.00","STC","2","$3.25","$649.91"
"1/12/2026","1/12/2026","1/13/2026","RKLB","RKLB 1/16/2026 Call $88.00","STC","1","$3.25","$324.95"
"1/12/2026","1/12/2026","1/13/2026","RKLB","RKLB 1/16/2026 Call $88.00","BTO","5","$3.35","($1,675.20)"
"1/12/2026","1/12/2026","1/13/2026","NBIS","NBIS 1/30/2026 Call $130.00","STC","1","$2.28","$227.95"
"1/12/2026","1/12/2026","1/13/2026","NBIS","NBIS 1/30/2026 Call $130.00","STC","1","$2.28","$227.95"
"1/12/2026","1/12/2026","1/13/2026","NBIS","NBIS 1/30/2026 Call $130.00","STC","1","$2.28","$227.95"
"1/12/2026","1/12/2026","1/13/2026","NBIS","NBIS 1/30/2026 Call $130.00","BTO","3","$2.27","($681.12)"
"1/12/2026","1/12/2026","1/13/2026","HON","HON 2/13/2026 Call $225.00","BTO","2","$1.35","($270.08)"
"1/12/2026","1/12/2026","1/13/2026","HON","HON 2/13/2026 Call $225.00","BTO","2","$1.35","($270.08)"
"1/12/2026","1/12/2026","1/13/2026","SPY","SPY 1/12/2026 Put $692.00","STC","10","$0.34","$339.57"
"1/12/2026","1/12/2026","1/13/2026","SPY","SPY 1/12/2026 Put $692.00","BTO","10","$0.55","($550.40)"
"1/12/2026","1/12/2026","1/13/2026","ASTS","ASTS 1/16/2026 Put $90.00","STC","3","$2.65","$794.87"
"1/12/2026","1/12/2026","1/13/2026","SPY","SPY 1/12/2026 Put $693.00","STC","10","$0.78","$779.57"
"1/12/2026","1/12/2026","1/13/2026","ASTS","ASTS 1/16/2026 Put $90.00","BTO","1","$2.05","($205.04)"
"1/12/2026","1/12/2026","1/13/2026","ASTS","ASTS 1/16/2026 Put $90.00","BTO","1","$2.05","($205.04)"
"1/12/2026","1/12/2026","1/13/2026","ASTS","ASTS 1/16/2026 Put $90.00","BTO","1","$2.05","($205.04)"
"1/12/2026","1/12/2026","1/13/2026","SPY","SPY 1/12/2026 Put $693.00","BTO","1","$0.76","($76.04)"
"1/12/2026","1/12/2026","1/13/2026","SPY","SPY 1/12/2026 Put $693.00","BTO","9","$0.76","($684.36)"
"1/12/2026","1/12/2026","1/13/2026","ASTS","ASTS 1/16/2026 Put $96.00","STC","2","$3.70","$739.91"
"1/12/2026","1/12/2026","1/13/2026","ASTS","ASTS 1/16/2026 Put $96.00","STC","1","$3.70","$369.95"
"1/12/2026","1/12/2026","1/13/2026","ASTS","ASTS 1/16/2026 Put $96.00","BTO","3","$4.00","($1,200.12)"
"1/12/2026","1/12/2026","1/13/2026","SPY","SPY 1/12/2026 Call $694.00","STC","9","$0.55","$494.61"
"1/12/2026","1/12/2026","1/13/2026","SPY","SPY 1/12/2026 Call $694.00","STC","1","$0.55","$54.95"
"1/12/2026","1/12/2026","1/13/2026","SPY","SPY 1/12/2026 Call $694.00","BTO","10","$0.48","($480.40)"
"1/12/2026","1/12/2026","1/13/2026","GOOG","GOOG 1/16/2026 Call $330.00","STC","2","$4.00","$799.91"
"1/12/2026","1/12/2026","1/13/2026","GOOG","GOOG 1/16/2026 Call $330.00","STC","1","$4.50","$449.95"
"1/12/2026","1/12/2026","1/13/2026","GOOG","GOOG 1/16/2026 Call $330.00","BTO","3","$4.30","($1,290.12)"
"1/9/2026","1/9/2026","1/12/2026","CVNA","CVNA 1/9/2026 Put $452.50","STC","4","$0.55","$219.83"
"1/9/2026","1/9/2026","1/12/2026","NVDA","NVDA 1/16/2026 Call $187.50","STC","4","$2.65","$1,059.83"
"1/9/2026","1/9/2026","1/12/2026","NVDA","NVDA 1/16/2026 Call $187.50","STC","1","$2.65","$264.95"
"1/9/2026","1/9/2026","1/12/2026","NVDA","NVDA 1/16/2026 Call $187.50","BTO","5","$2.81","($1,405.20)"
"1/9/2026","1/9/2026","1/12/2026","CVNA","CVNA 1/9/2026 Put $452.50","BTO","4","$1.35","($540.16)"
"1/9/2026","1/9/2026","1/12/2026","CVNA","CVNA 1/9/2026 Put $455.00","STC","3","$1.45","$434.87"
"1/9/2026","1/9/2026","1/12/2026","SLV","SLV 1/12/2026 Put $71.00","STC","5","$0.81","$404.78"
"1/9/2026","1/9/2026","1/12/2026","INTC","INTC 1/16/2026 Call $46.00","STC","4","$1.28","$511.83"
"1/9/2026","1/9/2026","1/12/2026","SLV","SLV 1/12/2026 Put $71.00","BTO","5","$0.91","($455.20)"
"1/9/2026","1/9/2026","1/12/2026","INTC","INTC 1/16/2026 Call $46.00","BTO","4","$1.37","($548.16)"
"1/9/2026","1/9/2026","1/12/2026","CVNA","CVNA 1/9/2026 Put $455.00","BTO","3","$1.18","($354.12)"
"1/9/2026","1/9/2026","1/12/2026","CVNA","CVNA 1/23/2026 Put $400.00","STC","4","$2.20","$879.83"
"1/9/2026","1/9/2026","1/12/2026","AVGO","AVGO 1/9/2026 Call $342.50","STC","1","$0.87","$86.95"
"1/9/2026","1/9/2026","1/12/2026","AVGO","AVGO 1/9/2026 Call $342.50","STC","1","$0.87","$86.95"
"1/9/2026","1/9/2026","1/12/2026","AVGO","AVGO 1/9/2026 Call $342.50","BTO","2","$1.15","($230.08)"
"1/9/2026","1/9/2026","1/12/2026","HAL","HAL 1/30/2026 Call $33.00","STC","1","$0.86","$85.95"
"1/9/2026","1/9/2026","1/12/2026","HAL","HAL 1/30/2026 Call $33.00","STC","1","$0.86","$85.95"
"1/9/2026","1/9/2026","1/12/2026","HAL","HAL 1/30/2026 Call $33.00","STC","2","$0.86","$171.91"
"1/9/2026","1/9/2026","1/12/2026","CAT","CAT 1/9/2026 Call $620.00","STC","2","$3.40","$679.91"
"1/9/2026","1/9/2026","1/12/2026","CAT","CAT 1/9/2026 Call $620.00","STC","1","$3.40","$339.95"
"1/9/2026","1/9/2026","1/12/2026","CAT","CAT 1/9/2026 Call $620.00","BTO","3","$2.95","($885.12)"
"1/9/2026","1/9/2026","1/12/2026","CVNA","CVNA 1/23/2026 Put $400.00","BTO","2","$2.74","($548.08)"
"1/9/2026","1/9/2026","1/12/2026","CVNA","CVNA 1/23/2026 Put $400.00","BTO","2","$2.74","($548.08)"
"1/9/2026","1/9/2026","1/12/2026","RKLB","RKLB 1/16/2026 Call $88.00","STC","2","$3.60","$719.91"
"1/9/2026","1/9/2026","1/12/2026","SNDK","SNDK 1/9/2026 Call $380.00","STC","2","$1.75","$349.91"
"1/9/2026","1/9/2026","1/12/2026","RKLB","RKLB 1/16/2026 Call $88.00","STC","1","$4.38","$437.95"
"1/9/2026","1/9/2026","1/12/2026","SNDK","SNDK 1/9/2026 Call $380.00","BTO","2","$2.10","($420.08)"
"1/9/2026","1/9/2026","1/12/2026","RKLB","RKLB 1/16/2026 Call $88.00","BTO","3","$3.55","($1,065.12)"
"1/9/2026","1/9/2026","1/12/2026","CAT","CAT 1/9/2026 Call $620.00","STC","2","$2.40","$479.91"
"1/9/2026","1/9/2026","1/12/2026","CAT","CAT 1/9/2026 Call $620.00","BTO","2","$3.00","($600.08)"
"1/8/2026","1/8/2026","1/9/2026","DOW","DOW 2/27/2026 Call $29.00","STC","3","$0.75","$224.87"
"1/8/2026","1/8/2026","1/9/2026","CVNA","CVNA 1/23/2026 Put $380.00","STC","3","$2.40","$719.87"
"1/8/2026","1/8/2026","1/9/2026","DOW","DOW 2/27/2026 Call $29.00","BTO","3","$0.93","($279.12)"
"1/8/2026","1/8/2026","1/9/2026","CVNA","CVNA 1/23/2026 Put $380.00","BTO","3","$2.80","($840.12)"
"1/8/2026","1/8/2026","1/9/2026","HAL","HAL 1/30/2026 Call $33.00","BTO","2","$0.89","($178.08)"
"1/8/2026","1/8/2026","1/9/2026","HAL","HAL 1/30/2026 Call $33.00","BTO","2","$0.89","($178.08)"
"1/8/2026","1/8/2026","1/9/2026","CAT","CAT 1/9/2026 Call $620.00","STC","1","$1.06","$105.95"
"1/8/2026","1/8/2026","1/9/2026","CAT","CAT 1/9/2026 Call $620.00","BTO","1","$1.10","($110.04)"
"1/8/2026","1/8/2026","1/9/2026","RBLX","RBLX 1/16/2026 Put $70.00","STC","1","$1.24","$123.95"
"1/8/2026","1/8/2026","1/9/2026","RBLX","RBLX 1/16/2026 Put $70.00","STC","1","$1.49","$148.95"
"1/8/2026","1/8/2026","1/9/2026","GOOG","GOOG 1/9/2026 Call $330.00","STC","4","$1.83","$731.83"
"1/8/2026","1/8/2026","1/9/2026","GOOG","GOOG 1/9/2026 Call $330.00","BTO","4","$1.89","($756.16)"
"1/8/2026","1/8/2026","1/9/2026","SNDK","SNDK 1/9/2026 Put $320.00","STC","2","$5.20","$1,039.91"
"1/8/2026","1/8/2026","1/9/2026","SNDK","SNDK 1/9/2026 Put $320.00","BTO","2","$5.00","($1,000.08)"
"1/8/2026","1/8/2026","1/9/2026","RBLX","RBLX 1/16/2026 Put $70.00","STC","2","$0.90","$179.91"
"1/7/2026","1/7/2026","1/8/2026","ASTS","ASTS 1/9/2026 Put $85.00","STC","3","$2.60","$779.87"
"1/7/2026","1/7/2026","1/8/2026","ASTS","ASTS 1/9/2026 Put $85.00","STC","2","$2.58","$515.91"
"1/7/2026","1/7/2026","1/8/2026","ASTS","ASTS 1/9/2026 Put $85.00","BTO","5","$2.42","($1,210.20)"
"1/7/2026","1/7/2026","1/7/2026","RR","Stock Lending","SLIP","","","$0.01"
"1/7/2026","1/7/2026","1/7/2026","FIG","Stock Lending","SLIP","","","$0.01"
"1/7/2026","1/7/2026","1/7/2026","IMMX","Stock Lending","SLIP","","","$0.01"
"1/7/2026","1/7/2026","1/7/2026","RDW","Stock Lending","SLIP","","","$0.01"
"1/7/2026","1/7/2026","1/7/2026","TBMC","Stock Lending","SLIP","","","$0.01"
"1/7/2026","1/7/2026","1/8/2026","DDOG","DDOG 1/23/2026 Call $145.00","STC","2","$3.15","$629.91"
"1/7/2026","1/7/2026","1/8/2026","ASTS","ASTS 1/16/2026 Call $95.00","STC","2","$6.10","$1,219.91"
"1/7/2026","1/7/2026","1/8/2026","NVDA","NVDA 1/16/2026 Call $192.50","STC","3","$3.05","$914.87"
"1/7/2026","1/7/2026","1/8/2026","ASTS","ASTS 1/16/2026 Call $95.00","STC","1","$6.15","$614.95"
"1/7/2026","1/7/2026","1/8/2026","ASTS","ASTS 1/16/2026 Call $95.00","BTO","3","$5.75","($1,725.12)"
"1/7/2026","1/7/2026","1/8/2026","DDOG","DDOG 1/23/2026 Call $145.00","STC","1","$2.83","$282.95"
"1/7/2026","1/7/2026","1/8/2026","INTC","INTC 1/16/2026 Call $44.00","STC","1","$1.90","$189.95"
"1/7/2026","1/7/2026","1/8/2026","INTC","INTC 1/16/2026 Call $44.00","STC","1","$1.95","$194.95"
"1/7/2026","1/7/2026","1/8/2026","INTC","INTC 1/16/2026 Call $44.00","STC","1","$2.04","$203.95"
"1/7/2026","1/7/2026","1/8/2026","INTC","INTC 1/16/2026 Call $44.00","STC","1","$2.04","$203.95"
"1/7/2026","1/7/2026","1/8/2026","NVDA","NVDA 1/16/2026 Call $192.50","BTO","3","$3.80","($1,140.12)"
"1/7/2026","1/7/2026","1/8/2026","DDOG","DDOG 1/23/2026 Call $145.00","BTO","3","$2.55","($765.12)"
"1/7/2026","1/7/2026","1/8/2026","INTC","INTC 1/16/2026 Call $44.00","BTO","4","$1.69","($676.16)"
"1/7/2026","1/7/2026","1/8/2026","OXY","OXY 3/20/2026 Call $45.00","STC","3","$1.04","$311.87"
"1/7/2026","1/7/2026","1/8/2026","AFRM","AFRM 1/23/2026 Call $85.00","STC","1","$2.70","$269.95"
"1/7/2026","1/7/2026","1/8/2026","AFRM","AFRM 1/23/2026 Call $85.00","STC","2","$2.70","$539.91"
"1/7/2026","1/7/2026","1/8/2026","OXY","OXY 1/16/2026 Call $42.50","STC","4","$0.40","$159.83"
"1/6/2026","1/6/2026","1/7/2026","TBMC","Trailblazer Merger
CUSIP: 89278D109","Sell","15","$14.20","$213.00"
"1/6/2026","1/6/2026","1/7/2026","AFRM","AFRM 1/23/2026 Call $85.00","BTO","3","$2.57","($771.12)"
